eventID	sourceFileName	file_path	relative_path	campaign	parentEventID	rovID	verbatimLocality	dynamicProperties	dc:type	dcterms:type	subtype	subtypeLiteral	title	fundingAttribution	licenseLogoURL	metadataLanguage	metadataLanguageLiteral	provider	providerLiteral	dc:format	dcterms:format
TANGO1_ROV7_t1	TANGO1_ROV7_6_022.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_022.png	TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_022.png	TANGO1	https://www.wikidata.org/entity/Q119843670	ROV7	Dodman Island	{""campaign"":""TANGO1"",""rovID"":""ROV7"",""transect"":""t1"",""TANGO_sample_ID"":""464"",""station"":""DI"",""number"":""3"",""new_name"":null,""name_in_paper"":""DI3"",""site"":null,""deployed_from"":""Australis"",""heading_ROV"":null}	StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph	Photo of benthic habitat from TANGO1, ROV7, (TANGO1_ROV7_6_022.png)	This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
TANGO1_ROV7_t1	TANGO1_ROV7_6_023.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_023.png	TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_023.png	TANGO1	https://www.wikidata.org/entity/Q119843670	ROV7	Dodman Island	{""campaign"":""TANGO1"",""rovID"":""ROV7"",""transect"":""t1"",""TANGO_sample_ID"":""464"",""station"":""DI"",""number"":""3"",""new_name"":null,""name_in_paper"":""DI3"",""site"":null,""deployed_from"":""Australis"",""heading_ROV"":null}	StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph	Photo of benthic habitat from TANGO1, ROV7, (TANGO1_ROV7_6_023.png)	This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
TANGO1_ROV7_t1	TANGO1_ROV7_6_024.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_024.png	TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_024.png	TANGO1	https://www.wikidata.org/entity/Q119843670	ROV7	Dodman Island	{""campaign"":""TANGO1"",""rovID"":""ROV7"",""transect"":""t1"",""TANGO_sample_ID"":""464"",""station"":""DI"",""number"":""3"",""new_name"":null,""name_in_paper"":""DI3"",""site"":null,""deployed_from"":""Australis"",""heading_ROV"":null}	StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph	Photo of benthic habitat from TANGO1, ROV7, (TANGO1_ROV7_6_024.png)	This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
TANGO1_ROV7_t1	TANGO1_ROV7_6_025.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_025.png	TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_025.png	TANGO1	https://www.wikidata.org/entity/Q119843670	ROV7	Dodman Island	{""campaign"":""TANGO1"",""rovID"":""ROV7"",""transect"":""t1"",""TANGO_sample_ID"":""464"",""station"":""DI"",""number"":""3"",""new_name"":null,""name_in_paper"":""DI3"",""site"":null,""deployed_from"":""Australis"",""heading_ROV"":null}	StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph	Photo of benthic habitat from TANGO1, ROV7, (TANGO1_ROV7_6_025.png)	This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
TANGO1_ROV7_t1	TANGO1_ROV7_6_026.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_026.png	TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_026.png	TANGO1	https://www.wikidata.org/entity/Q119843670	ROV7	Dodman Island	{""campaign"":""TANGO1"",""rovID"":""ROV7"",""transect"":""t1"",""TANGO_sample_ID"":""464"",""station"":""DI"",""number"":""3"",""new_name"":null,""name_in_paper"":""DI3"",""site"":null,""deployed_from"":""Australis"",""heading_ROV"":null}	StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph	Photo of benthic habitat from TANGO1, ROV7, (TANGO1_ROV7_6_026.png)	This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
TANGO1_ROV7_t1	TANGO1_ROV7_6_027.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_027.png	TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_027.png	TANGO1	https://www.wikidata.org/entity/Q119843670	ROV7	Dodman Island	{""campaign"":""TANGO1"",""rovID"":""ROV7"",""transect"":""t1"",""TANGO_sample_ID"":""464"",""station"":""DI"",""number"":""3"",""new_name"":null,""name_in_paper"":""DI3"",""site"":null,""deployed_from"":""Australis"",""heading_ROV"":null}	StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph	Photo of benthic habitat from TANGO1, ROV7, (TANGO1_ROV7_6_027.png)	This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
TANGO1_ROV7_t1	TANGO1_ROV7_6_028.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_028.png	TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_028.png	TANGO1	https://www.wikidata.org/entity/Q119843670	ROV7	Dodman Island	{""campaign"":""TANGO1"",""rovID"":""ROV7"",""transect"":""t1"",""TANGO_sample_ID"":""464"",""station"":""DI"",""number"":""3"",""new_name"":null,""name_in_paper"":""DI3"",""site"":null,""deployed_from"":""Australis"",""heading_ROV"":null}	StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph	Photo of benthic habitat from TANGO1, ROV7, (TANGO1_ROV7_6_028.png)	This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
TANGO1_ROV7_t1	TANGO1_ROV7_6_029.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_029.png	TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_029.png	TANGO1	https://www.wikidata.org/entity/Q119843670	ROV7	Dodman Island	{""campaign"":""TANGO1"",""rovID"":""ROV7"",""transect"":""t1"",""TANGO_sample_ID"":""464"",""station"":""DI"",""number"":""3"",""new_name"":null,""name_in_paper"":""DI3"",""site"":null,""deployed_from"":""Australis"",""heading_ROV"":null}	StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph	Photo of benthic habitat from TANGO1, ROV7, (TANGO1_ROV7_6_029.png)	This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
TANGO1_ROV7_t1	TANGO1_ROV7_6_030.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_030.png	TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_030.png	TANGO1	https://www.wikidata.org/entity/Q119843670	ROV7	Dodman Island	{""campaign"":""TANGO1"",""rovID"":""ROV7"",""transect"":""t1"",""TANGO_sample_ID"":""464"",""station"":""DI"",""number"":""3"",""new_name"":null,""name_in_paper"":""DI3"",""site"":null,""deployed_from"":""Australis"",""heading_ROV"":null}	StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph	Photo of benthic habitat from TANGO1, ROV7, (TANGO1_ROV7_6_030.png)	This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
TANGO1_ROV7_t1	TANGO1_ROV7_6_031.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_031.png	TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_031.png	TANGO1	https://www.wikidata.org/entity/Q119843670	ROV7	Dodman Island	{""campaign"":""TANGO1"",""rovID"":""ROV7"",""transect"":""t1"",""TANGO_sample_ID"":""464"",""station"":""DI"",""number"":""3"",""new_name"":null,""name_in_paper"":""DI3"",""site"":null,""deployed_from"":""Australis"",""heading_ROV"":null}	StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph	Photo of benthic habitat from TANGO1, ROV7, (TANGO1_ROV7_6_031.png)	This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
TANGO1_ROV7_t1	TANGO1_ROV7_6_032.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_032.png	TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_032.png	TANGO1	https://www.wikidata.org/entity/Q119843670	ROV7	Dodman Island	{""campaign"":""TANGO1"",""rovID"":""ROV7"",""transect"":""t1"",""TANGO_sample_ID"":""464"",""station"":""DI"",""number"":""3"",""new_name"":null,""name_in_paper"":""DI3"",""site"":null,""deployed_from"":""Australis"",""heading_ROV"":null}	StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph	Photo of benthic habitat from TANGO1, ROV7, (TANGO1_ROV7_6_032.png)	This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
TANGO1_ROV7_t1	TANGO1_ROV7_6_033.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_033.png	TANGO1/transects/TANGO1_ROV7/TANGO1_ROV7_6_033.png	TANGO1	https://www.wikidata.org/entity/Q119843670	ROV7	Dodman Island	{""campaign"":""TANGO1"",""rovID"":""ROV7"",""transect"":""t1"",""TANGO_sample_ID"":""464"",""station"":""DI"",""number"":""3"",""new_name"":null,""name_in_paper"":""DI3"",""site"":null,""deployed_from"":""Australis"",""heading_ROV"":null}	StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph	Photo of benthic habitat from TANGO1, ROV7, (TANGO1_ROV7_6_033.png)	This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
